duration,credit_amount,employment,installment_commitment,residence_since,age,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,checking_status_'<0',checking_status_'>=200',checking_status_'no checking',credit_history_'critical/other existing credit',credit_history_'delayed previously',credit_history_'existing paid',credit_history_'no credits/all paid',purpose_'new car',purpose_'used car',purpose_business,purpose_education,purpose_furniture/equipment,purpose_other,purpose_radio/tv,purpose_repairs,purpose_retraining,savings_status_'500<=X<1000',savings_status_'<100',savings_status_'>=1000',savings_status_'no known savings',personal_status_'male div/sep',personal_status_'male mar/wid',personal_status_'male single',other_parties_guarantor,other_parties_none,property_magnitude_'no known property',property_magnitude_'real estate',property_magnitude_car,other_payment_plans_none,other_payment_plans_stores,housing_own,housing_rent
-0.5,-0.41876016627507684,0.0,0.5,0.0,-0.42857142857142855,0.0,-1.0,0.0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0
-0.25,0.45816013012832096,0.0,-1.0,-0.5,0.9285714285714286,1.0,-1.0,0.0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
-0.25,0.3764684619555395,0.0,0.0,0.5,-0.7142857142857143,1.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
0.0,-0.028013735767214894,0.0,0.5,0.0,-0.21428571428571427,0.0,-1.0,1.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
0.25,0.4599674679197542,0.0,-1.0,0.5,-0.5,0.0,-1.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0.16666666666666666,-0.03307428158322791,0.0,0.5,-0.5,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-0.25,-0.33381529007771554,0.0,-0.5,0.5,-0.35714285714285715,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0.16666666666666666,0.10934393638170974,0.0,-0.5,0.0,-0.2857142857142857,1.0,0.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
-1.0,-0.3442978492680282,1.0,0.5,0.0,3.0,0.0,-1.0,0.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
-0.75,-0.07536598590276522,0.0,-0.5,-0.5,0.2857142857142857,0.0,-1.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
-0.5,-0.35984095427435386,0.0,-0.5,-1.0,-0.7857142857142857,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0
0.5,-0.10392192300741009,0.0,-1.0,-1.0,-0.7857142857142857,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
0.0,1.4015904572564613,0.0,-0.5,0.5,0.7857142857142857,0.0,-1.0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0.0,-0.09958431230797037,0.0,0.5,-1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
-0.75,1.0130128320983192,0.0,-0.5,0.5,2.9285714285714284,0.0,-1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.5,-0.6931140430146394,0.0,0.0,0.0,0.6428571428571429,1.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
0.0,-0.39092716428700525,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
0.5,-0.3511657328754744,0.0,0.0,0.5,-0.5714285714285714,0.0,-1.0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.0,1.4934032170612688,0.0,-0.5,0.5,0.42857142857142855,1.0,-1.0,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
0.5,-0.34321344659316827,0.0,0.5,-0.5,1.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
-0.5,-0.1462136273269474,0.0,0.5,-0.5,0.2857142857142857,0.0,-1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0.0,0.5506958250497018,0.0,0.0,-1.0,-0.42857142857142855,1.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
-0.5,-0.4769564431592265,0.0,0.5,-1.0,-0.7857142857142857,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
0.5,1.6430507861919392,0.0,-0.5,-1.0,1.5714285714285714,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
-0.8333333333333334,-0.32983914693656247,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
-0.5,1.2559190312669437,0.0,-0.5,0.5,1.1428571428571428,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
-0.25,-0.2915235857581782,0.0,0.5,0.5,2.142857142857143,0.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
0.5,-0.3500813302006145,0.0,0.5,0.0,0.5,0.0,-1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0
-0.25,0.25393095969636725,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
2.5,5.818724019519248,0.0,-1.0,-0.5,-0.07142857142857142,0.0,-1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.25,0.15127417314296043,0.0,0.0,-0.5,-0.07142857142857142,1.0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
1.5,2.133562262786915,0.0,-0.5,-0.5,-0.5,0.0,0.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.75,-0.5026206397975782,0.0,0.5,-0.5,1.3571428571428572,1.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
1.0,-0.06379902403759262,0.0,0.5,-0.5,-0.6428571428571429,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
-0.75,0.13392373034520152,0.0,-1.0,-0.5,-0.07142857142857142,0.0,0.0,1.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
-0.6666666666666666,-0.07030544008675221,0.0,-0.5,0.0,-0.42857142857142855,1.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1.5,-0.008855955178022772,0.0,0.5,0.5,-0.14285714285714285,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1
0.0,0.10681366347370323,0.0,0.5,0.5,0.07142857142857142,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
-0.25,0.1303090547623351,0.0,-0.5,0.5,-0.5,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0.25,0.215615398517983,0.0,-1.0,-1.0,-0.35714285714285715,0.0,-1.0,0.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.25,0.15814205675040666,0.0,-0.5,-0.5,-0.5,1.0,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
-0.5,-0.41261521778420385,0.0,0.0,-0.5,-0.42857142857142855,1.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
-0.75,0.17079342129043917,0.0,-0.5,-0.5,0.21428571428571427,1.0,0.0,1.0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1
-0.5,0.26477498644496655,0.0,-0.5,0.5,2.0,0.0,-1.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
-0.25,-0.29441532622447136,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
-0.25,-0.3229712633291162,0.0,0.5,0.0,-0.5714285714285714,1.0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.5,-0.3970721127778782,0.0,0.5,-0.5,-0.6428571428571429,0.0,-1.0,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0.25,0.00957889029459606,0.0,-1.0,0.5,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
-0.5,0.43394180372311586,0.0,-0.5,0.0,0.8571428571428571,0.0,-1.0,1.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
-0.5,-0.4071932044099042,0.0,0.5,0.5,-0.7142857142857143,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
-0.5,-0.605277426350985,0.0,0.5,0.5,-0.6428571428571429,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.75,-0.06885956985360564,0.0,0.0,-0.5,-0.5714285714285714,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
-0.6666666666666666,-0.3981565154527381,0.0,-0.5,-0.5,0.2857142857142857,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
0.0,-0.3728537863726731,0.0,0.5,-1.0,-0.42857142857142855,1.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
-0.5,-0.3645400325320802,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0.5,-0.3081510934393638,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
1.5,1.4106271462136273,0.0,0.5,0.5,-0.7142857142857143,1.0,-1.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.5,-0.2720043376106994,0.0,0.5,-0.5,1.2142857142857142,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
-0.25,-0.49756009398156514,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
0.25,3.7424543647207664,0.0,0.5,0.5,-0.21428571428571427,0.0,-1.0,0.0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
0.5,0.8622808602927887,0.0,0.5,-0.5,0.2857142857142857,1.0,-1.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0.0,-0.4440628953551419,1.0,0.5,0.5,2.2857142857142856,1.0,-1.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.5,1.4793059822880896,0.0,-0.5,0.5,0.7857142857142857,1.0,-1.0,1.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0.16666666666666666,1.3813482739924092,0.0,0.0,0.5,-0.14285714285714285,1.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1.0,0.24959334899692753,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0.0,-0.41839869871679014,0.0,0.5,0.0,-0.2857142857142857,1.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
0.5,0.2973070666907645,0.0,0.5,-1.0,-0.7857142857142857,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
0.0,-0.42562804988252306,0.0,0.5,0.0,0.9285714285714286,1.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
2.5,0.573829748780047,0.0,0.5,-0.5,0.35714285714285715,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
-0.5,-0.027290800650641604,0.0,-1.0,-0.5,0.9285714285714286,0.0,-1.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
-0.5,-0.5853967106452196,0.0,0.5,-0.5,-0.21428571428571427,1.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
-0.5,-0.02873667088378818,0.0,-0.5,-0.5,0.21428571428571427,1.0,0.0,0.0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
0.25,0.0916320260256642,0.0,0.5,-0.5,0.5714285714285714,0.0,-1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
-0.25,0.0001807337791433219,0.0,-0.5,0.0,-0.5714285714285714,0.0,-1.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
-0.5,2.0019880715705765,0.0,0.5,0.5,1.4285714285714286,0.0,-1.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
-1.0,-0.6790168082414604,0.0,0.5,0.5,-0.7142857142857143,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
-0.5,-0.3551418760166275,0.0,0.5,-0.5,0.7142857142857143,1.0,-1.0,1.0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
-0.5,0.3829748780046991,0.0,0.0,0.5,0.14285714285714285,0.0,0.0,0.0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
-0.5,-0.07392011566961865,0.0,0.0,-0.5,0.42857142857142855,1.0,-1.0,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1
0.5,1.6773902042291704,0.0,0.5,0.5,0.21428571428571427,0.0,-1.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
0.5,-0.2636905837701066,0.0,0.5,0.5,1.5,1.0,0.0,1.0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
-0.5,-0.5937104644858124,0.0,0.5,0.5,0.5,0.0,-1.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
0.5,0.2304355684077354,0.0,0.5,0.5,1.1428571428571428,0.0,0.0,1.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
0.5,-0.13970721127778782,0.0,0.5,0.5,1.9285714285714286,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
-0.5833333333333334,-0.2709199349358395,0.0,0.5,-1.0,-0.9285714285714286,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
-0.5,-0.4223748418579433,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
-0.25,0.3674317729983734,0.0,0.5,-0.5,-0.35714285714285715,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
2.5,1.9166817278149286,0.0,0.5,-0.5,0.9285714285714286,1.0,-1.0,1.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
-0.75,-0.39851798301102476,0.0,0.0,-1.0,-0.21428571428571427,1.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0.5,0.47189589734321347,0.0,-1.0,0.5,-0.7857142857142857,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.0,0.47840231339237305,0.0,-1.0,0.5,-0.7857142857142857,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0.5,-0.3302006144948491,0.0,0.5,-0.5,-0.35714285714285715,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
0.0,-0.15886499186697994,0.0,0.5,0.5,-0.35714285714285715,1.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
-0.75,-0.06958250497017893,0.0,0.5,0.5,1.0714285714285714,2.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
-1.0,-0.37140791613952645,0.0,-1.0,-1.0,2.9285714285714284,2.0,-1.0,1.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
-1.0,-0.68443882161576,0.0,0.5,-0.5,-0.6428571428571429,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.5,0.6446773902042292,0.0,0.0,0.5,-0.7142857142857143,1.0,0.0,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1.5,0.020784384601482016,0.0,0.5,-1.0,0.0,0.0,-1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1
-0.25,-0.2853786372673053,0.0,0.5,0.5,1.2142857142857142,1.0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
-0.25,-0.2188686065425628,0.0,-0.5,0.0,0.21428571428571427,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0.0,0.46466654617748054,0.0,0.0,0.5,0.2857142857142857,0.0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0.0,-0.43394180372311586,0.0,0.5,-0.5,-0.8571428571428571,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
0.5,1.9633110428339056,0.0,-0.5,0.5,-0.2857142857142857,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
-0.25,0.14512922465208747,0.0,0.5,-0.5,0.14285714285714285,2.0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
-0.75,-0.42960419302367614,0.0,0.5,0.5,-0.5714285714285714,1.0,-1.0,0.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
1.5,0.590095788902946,1.0,0.5,0.0,-0.21428571428571427,0.0,-1.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.6666666666666666,-0.2911621181998916,0.0,0.5,-0.5,-0.14285714285714285,0.0,-1.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
2.5,1.688957166094343,0.0,-1.0,-1.0,0.07142857142857142,1.0,0.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
0.0,-0.30851256099765045,0.0,0.0,0.5,0.42857142857142855,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0
0.5,1.4409904211097053,0.0,0.0,0.5,0.5714285714285714,0.0,-1.0,1.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0
-0.5,-0.242002530272908,0.0,-0.5,-0.5,-0.42857142857142855,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
2.5,1.965118380625339,0.0,0.5,0.5,0.6428571428571429,0.0,-1.0,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
0.5,0.20440990421109706,0.0,0.0,0.5,1.2857142857142858,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1.5,0.024399060184348453,0.0,0.5,0.5,-0.5714285714285714,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
-0.75,-0.357672148924634,0.0,0.5,-0.5,0.07142857142857142,1.0,-1.0,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
